dealer,color,month,month_name,si
DEALER 8,Black2,1,Ocak,1.5
DEALER 8,Black2,2,Şubat,1.0
DEALER 8,Black2,3,Mart,1.0
DEALER 8,Black2,4,Nisan,0.5
DEALER 8,Black2,5,Mayıs,0.5
DEALER 8,Black2,6,Haziran,3.0
DEALER 8,Black2,7,Temmuz,0.5
DEALER 8,Black2,8,Ağustos,0.75
DEALER 8,Black2,9,Eylül,0.5
DEALER 8,Black2,10,Ekim,0.5
DEALER 8,Black2,11,Kasım,1.0
DEALER 8,Black2,12,Aralık,1.25
DEALER 8,Grey3,1,Ocak,1.3714
DEALER 8,Grey3,2,Şubat,0.6857
DEALER 8,Grey3,3,Mart,0.0
DEALER 8,Grey3,4,Nisan,1.0286
DEALER 8,Grey3,5,Mayıs,1.3714
DEALER 8,Grey3,6,Haziran,1.0286
DEALER 8,Grey3,7,Temmuz,0.0
DEALER 8,Grey3,8,Ağustos,0.0
DEALER 8,Grey3,9,Eylül,0.6857
DEALER 8,Grey3,10,Ekim,1.3714
DEALER 8,Grey3,11,Kasım,3.4286
DEALER 8,Grey3,12,Aralık,1.0286
DEALER 8,Grey2,1,Ocak,1.8947
DEALER 8,Grey2,2,Şubat,1.2632
DEALER 8,Grey2,3,Mart,3.7895
DEALER 8,Grey2,4,Nisan,0.0
DEALER 8,Grey2,5,Mayıs,1.2632
DEALER 8,Grey2,6,Haziran,0.0
DEALER 8,Grey2,7,Temmuz,0.6316
DEALER 8,Grey2,8,Ağustos,1.2632
DEALER 8,Grey2,9,Eylül,0.0
DEALER 8,Grey2,10,Ekim,0.0
DEALER 8,Grey2,11,Kasım,1.2632
DEALER 8,Grey2,12,Aralık,0.6316
DEALER 8,White1,1,Ocak,0.96
DEALER 8,White1,2,Şubat,0.96
DEALER 8,White1,3,Mart,0.0
DEALER 8,White1,4,Nisan,0.96
DEALER 8,White1,5,Mayıs,0.96
DEALER 8,White1,6,Haziran,0.0
DEALER 8,White1,7,Temmuz,1.92
DEALER 8,White1,8,Ağustos,1.92
DEALER 8,White1,9,Eylül,0.96
DEALER 8,White1,10,Ekim,1.92
DEALER 8,White1,11,Kasım,1.44
DEALER 8,White1,12,Aralık,0.0
DEALER 9,Black2,1,Ocak,0.0
DEALER 9,Black2,2,Şubat,0.0
DEALER 9,Black2,3,Mart,2.25
DEALER 9,Black2,4,Nisan,1.5
DEALER 9,Black2,5,Mayıs,1.5
DEALER 9,Black2,6,Haziran,0.0
DEALER 9,Black2,7,Temmuz,1.5
DEALER 9,Black2,8,Ağustos,2.25
DEALER 9,Black2,9,Eylül,0.0
DEALER 9,Black2,10,Ekim,0.0
DEALER 9,Black2,11,Kasım,3.0
DEALER 9,Black2,12,Aralık,0.0
DEALER 9,Grey3,1,Ocak,1.2
DEALER 9,Grey3,2,Şubat,1.2
DEALER 9,Grey3,3,Mart,1.2
DEALER 9,Grey3,4,Nisan,0.0
DEALER 9,Grey3,5,Mayıs,1.2
DEALER 9,Grey3,6,Haziran,1.2
DEALER 9,Grey3,7,Temmuz,2.4
DEALER 9,Grey3,8,Ağustos,2.4
DEALER 9,Grey3,9,Eylül,1.2
DEALER 9,Grey3,10,Ekim,0.0
DEALER 9,Grey3,11,Kasım,0.0
DEALER 9,Grey3,12,Aralık,0.0
DEALER 9,White2,1,Ocak,0.0
DEALER 9,White2,2,Şubat,0.0
DEALER 9,White2,3,Mart,0.0
DEALER 9,White2,4,Nisan,0.0
DEALER 9,White2,5,Mayıs,0.0
DEALER 9,White2,6,Haziran,2.6667
DEALER 9,White2,7,Temmuz,1.3333
DEALER 9,White2,8,Ağustos,2.6667
DEALER 9,White2,9,Eylül,1.3333
DEALER 9,White2,10,Ekim,1.3333
DEALER 9,White2,11,Kasım,0.0
DEALER 9,White2,12,Aralık,2.6667
DEALER 9,Black1,1,Ocak,2.4
DEALER 9,Black1,2,Şubat,1.2
DEALER 9,Black1,3,Mart,2.4
DEALER 9,Black1,4,Nisan,0.0
DEALER 9,Black1,5,Mayıs,1.2
DEALER 9,Black1,6,Haziran,0.0
DEALER 9,Black1,7,Temmuz,0.0
DEALER 9,Black1,8,Ağustos,1.2
DEALER 9,Black1,9,Eylül,1.2
DEALER 9,Black1,10,Ekim,1.2
DEALER 9,Black1,11,Kasım,0.0
DEALER 9,Black1,12,Aralık,1.2
DEALER 9,Grey2,1,Ocak,1.7143
DEALER 9,Grey2,2,Şubat,1.7143
DEALER 9,Grey2,3,Mart,0.0
DEALER 9,Grey2,4,Nisan,3.4286
DEALER 9,Grey2,5,Mayıs,1.7143
DEALER 9,Grey2,6,Haziran,0.0
DEALER 9,Grey2,7,Temmuz,0.0
DEALER 9,Grey2,8,Ağustos,1.7143
DEALER 9,Grey2,9,Eylül,0.0
DEALER 9,Grey2,10,Ekim,1.7143
DEALER 9,Grey2,11,Kasım,0.0
DEALER 9,Grey2,12,Aralık,0.0
